Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV03.7GAA,small car,6,18,26,21,5,No,432
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV03.7GAA,small car,5,19,26,21,5,No,416
NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV03.7GAA,small car,6,19,26,21,5,No,416
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV03.7GAA,small car,5,17,24,20,4,No,445
NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV03.7GAA,small car,6,17,24,20,4,No,445
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV03.7GAA,small car,5,18,25,21,5,No,433
NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV03.7GAA,small car,6,18,25,21,5,No,433
NISSAN GT-R,3.8,6,AutoMan-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV03.8GBA,small car,5,16,22,19,4,No,474
NISSAN GT-R,3.8,6,AutoMan-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV03.8GBA,small car,6,16,22,19,4,No,474
NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV03.5G7B,midsize car,5,22,30,25,6,No,360
NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,GNSXV03.5G7B,midsize car,6,22,30,25,6,No,360
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV01.6G4A,small car,5,26,35,30,7,No,302
NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV01.6G4A,small car,6,26,35,30,7,Yes,302
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV01.6G4A,small car,5,31,40,35,8,Yes,257
NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV01.6G4A,small car,6,31,40,35,8,Yes,257
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GNSXV01.6G4A,small car,5,27,36,30,7,No,295
NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,U2,California LEV-II ULEV,GNSXV01.6G4A,small car,6,27,36,30,7,Yes,295
PAGANI Huayra Coupe,6,12,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPGNV06.0ABC,small car,5,11,17,13,1,No,671
PORSCHE 911 Carrera,3.4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,20,28,23,5,No,383
PORSCHE 911 Carrera,3.4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,20,28,23,5,No,383
PORSCHE 911 Carrera,3.4,6,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,27,22,5,No,401
PORSCHE 911 Carrera,3.4,6,Man-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,27,22,5,No,401
PORSCHE 911 Carrera 4,3.4,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,20,28,23,5,No,387
PORSCHE 911 Carrera 4,3.4,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,20,28,23,5,No,387
PORSCHE 911 Carrera 4,3.4,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,27,22,5,No,404
PORSCHE 911 Carrera 4,3.4,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,27,22,5,No,404
PORSCHE 911 Carrera 4 Cabriolet,3.4,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,20,27,22,5,No,396
PORSCHE 911 Carrera 4 Cabriolet,3.4,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,20,27,22,5,No,396
PORSCHE 911 Carrera 4 Cabriolet,3.4,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,22,5,No,413
PORSCHE 911 Carrera 4 Cabriolet,3.4,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,22,5,No,413
PORSCHE 911 Carrera 4 GTS,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,21,5,No,419
PORSCHE 911 Carrera 4 GTS,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,21,5,No,419
PORSCHE 911 Carrera 4 GTS,3.8,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,26,21,5,No,427
PORSCHE 911 Carrera 4 GTS,3.8,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,26,21,5,No,427
PORSCHE 911 Carrera 4 GTS Cabriolet,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,25,21,5,No,431
PORSCHE 911 Carrera 4 GTS Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,25,21,5,No,431
PORSCHE 911 Carrera 4 GTS Cabriolet,3.8,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,25,20,4,No,437
PORSCHE 911 Carrera 4 GTS Cabriolet,3.8,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,25,20,4,No,437
PORSCHE 911 Carrera 4S,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,22,5,No,404
PORSCHE 911 Carrera 4S,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,22,5,No,404
PORSCHE 911 Carrera 4S,3.8,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,21,5,No,415
PORSCHE 911 Carrera 4S,3.8,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,21,5,No,415
PORSCHE 911 Carrera 4S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,21,5,No,414
PORSCHE 911 Carrera 4S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,21,5,No,414
PORSCHE 911 Carrera 4S Cabriolet,3.8,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,26,21,5,No,422
PORSCHE 911 Carrera 4S Cabriolet,3.8,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,26,21,5,No,422
PORSCHE 911 Carrera Cabriolet,3.4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,21,28,23,5,No,380
PORSCHE 911 Carrera Cabriolet,3.4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,21,28,23,5,No,380
PORSCHE 911 Carrera Cabriolet,3.4,6,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,27,22,5,No,404
PORSCHE 911 Carrera Cabriolet,3.4,6,Man-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,27,22,5,No,404
PORSCHE 911 Carrera GTS,3.8,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,21,5,No,417
PORSCHE 911 Carrera GTS,3.8,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,21,5,No,417
PORSCHE 911 Carrera GTS,3.8,6,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,26,21,5,No,422
PORSCHE 911 Carrera GTS,3.8,6,Man-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,26,21,5,No,422
PORSCHE 911 Carrera GTS Cabriolet,3.8,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,21,5,No,419
PORSCHE 911 Carrera GTS Cabriolet,3.8,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,21,5,No,419
PORSCHE 911 Carrera GTS Cabriolet,3.8,6,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,25,20,4,No,437
PORSCHE 911 Carrera GTS Cabriolet,3.8,6,Man-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,25,20,4,No,437
PORSCHE 911 Carrera S,3.8,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,20,27,23,5,No,395
PORSCHE 911 Carrera S,3.8,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,20,27,23,5,No,395
PORSCHE 911 Carrera S,3.8,6,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,27,22,5,No,406
PORSCHE 911 Carrera S,3.8,6,Man-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,27,22,5,No,406
PORSCHE 911 Carrera S Cabriolet,3.8,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,27,22,5,No,402
PORSCHE 911 Carrera S Cabriolet,3.8,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,27,22,5,No,402
PORSCHE 911 Carrera S Cabriolet,3.8,6,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,27,22,5,No,410
PORSCHE 911 Carrera S Cabriolet,3.8,6,Man-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,27,22,5,No,410
PORSCHE 911 GT3,3.8,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,15,20,17,3,No,529
PORSCHE 911 GT3,3.8,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,15,20,17,3,No,529
PORSCHE 911 GT3 RS,4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,14,20,16,3,No,537
PORSCHE 911 GT3 RS,4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,14,20,16,3,No,537
PORSCHE 911 Targa 4,3.4,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,19,26,22,5,No,407
PORSCHE 911 Targa 4,3.4,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,19,26,22,5,No,407
PORSCHE 911 Targa 4,3.4,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,26,21,5,No,420
PORSCHE 911 Targa 4,3.4,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,26,21,5,No,420
PORSCHE 911 Targa 4 GTS,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,25,21,5,No,418
PORSCHE 911 Targa 4 GTS,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,25,21,5,No,418
PORSCHE 911 Targa 4 GTS,3.8,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,26,21,5,No,430
PORSCHE 911 Targa 4 GTS,3.8,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,26,21,5,No,430
PORSCHE 911 Targa 4S,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,25,21,5,No,418
PORSCHE 911 Targa 4S,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,25,21,5,No,418
PORSCHE 911 Targa 4S,3.8,6,Man-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,26,21,5,No,430
PORSCHE 911 Targa 4S,3.8,6,Man-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,26,21,5,No,430
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,17,24,20,4,No,448
PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,17,24,20,4,No,448
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,17,24,20,4,No,448
PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,17,24,20,4,No,448
PORSCHE Boxster,2.7,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV02.7B81,small car,5,22,32,26,6,No,349
PORSCHE Boxster,2.7,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV02.7B81,small car,5,22,32,26,6,No,349
PORSCHE Boxster,2.7,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV02.7B81,small car,5,20,30,24,5,No,374
PORSCHE Boxster,2.7,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV02.7B81,small car,5,20,30,24,5,No,374
PORSCHE Boxster GTS,3.4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,22,31,25,6,No,357
PORSCHE Boxster GTS,3.4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,22,31,25,6,No,357
PORSCHE Boxster GTS,3.4,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,19,26,22,5,No,402
PORSCHE Boxster GTS,3.4,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,19,26,22,5,No,402
PORSCHE Boxster S,3.4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,21,30,24,5,No,370
PORSCHE Boxster S,3.4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,21,30,24,5,No,370
PORSCHE Boxster S,3.4,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,20,28,23,5,No,395
PORSCHE Boxster S,3.4,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,20,28,23,5,No,395
PORSCHE Boxster Spyder,4,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,24,20,4,No,437
PORSCHE Boxster Spyder,4,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,24,20,4,No,437
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Diesel,FA,B5,Federal Tier 2 Bin 5,GPRXT03.0CDD,standard SUV,5,20,29,23,4,No,442
PORSCHE Cayenne,3,6,SemiAuto-8,4WD,Diesel,CA,U2,California LEV-II ULEV,GPRXT03.0CDD,standard SUV,6,20,29,23,4,No,442
PORSCHE Cayenne,3.6,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.6PV6,standard SUV,5,19,24,21,5,No,432
PORSCHE Cayenne,3.6,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXJ03.6PV6,standard SUV,6,19,24,21,5,No,432
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXT03.6MCS,standard SUV,5,16,23,19,4,No,476
PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXT03.6MCS,standard SUV,6,16,23,19,4,No,476
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXT03.6MCS,standard SUV,5,17,24,20,4,No,452
PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXT03.6MCS,standard SUV,6,17,24,20,4,No,452
PORSCHE Cayenne S e-Hybrid,3,6,AutoMan-8,4WD,Gasoline/Electricity,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.0PHV,standard SUV,5,21/48,24/46,22/47,8,Yes,260
PORSCHE Cayenne S e-Hybrid,3,6,AutoMan-8,4WD,Gasoline/Electricity,CA,U2,California LEV-II ULEV,GPRXJ03.0PHV,standard SUV,6,21/48,24/46,22/47,8,Yes,260
PORSCHE Cayenne Turbo,4.8,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXT04.8CTD,standard SUV,5,14,21,17,3,No,537
PORSCHE Cayenne Turbo,4.8,8,SemiAuto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXT04.8CTD,standard SUV,5,14,21,17,3,No,537
PORSCHE Cayenne Turbo S,4.8,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXT04.8CTD,standard SUV,5,14,21,17,3,No,537
PORSCHE Cayenne Turbo S,4.8,8,SemiAuto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXT04.8CTD,standard SUV,5,14,21,17,3,No,537
PORSCHE Cayman,2.7,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV02.7B81,small car,5,22,32,26,6,No,349
PORSCHE Cayman,2.7,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV02.7B81,small car,5,22,32,26,6,No,349
PORSCHE Cayman,2.7,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV02.7B81,small car,5,20,30,24,5,No,374
PORSCHE Cayman,2.7,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV02.7B81,small car,5,20,30,24,5,No,374
PORSCHE Cayman GT4,4,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.0C91,small car,5,18,23,20,4,No,446
PORSCHE Cayman GT4,4,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.0C91,small car,5,18,23,20,4,No,446
PORSCHE Cayman GTS,3.4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,22,31,25,6,No,357
PORSCHE Cayman GTS,3.4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,22,31,25,6,No,357
PORSCHE Cayman GTS,3.4,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,19,26,22,5,No,402
PORSCHE Cayman GTS,3.4,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,19,26,22,5,No,402
PORSCHE Cayman S,3.4,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,21,30,24,5,No,370
PORSCHE Cayman S,3.4,6,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,21,30,24,5,No,370
PORSCHE Cayman S,3.4,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV03.4B81,small car,5,20,28,23,5,No,395
PORSCHE Cayman S,3.4,6,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV03.4B81,small car,5,20,28,23,5,No,395
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXT03.6MCS,small SUV,5,17,23,19,4,No,454
PORSCHE Macan S,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXT03.6MCS,small SUV,6,17,23,19,4,No,454
PORSCHE Macan Turbo,3.6,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXT03.6MT6,small SUV,5,17,23,19,4,No,462
PORSCHE Macan Turbo,3.6,6,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXT03.6MT6,small SUV,5,17,23,19,4,No,462
PORSCHE Panamera,3.6,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.6PV6,large car,5,18,28,22,5,No,411
PORSCHE Panamera,3.6,6,AMS-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXJ03.6PV6,large car,6,18,28,22,5,No,411
PORSCHE Panamera 4,3.6,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.6PV6,large car,5,18,27,21,5,No,421
PORSCHE Panamera 4,3.6,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXJ03.6PV6,large car,6,18,27,21,5,No,421
PORSCHE Panamera 4S,3,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.6PV6,large car,5,17,27,21,5,No,429
PORSCHE Panamera 4S,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXJ03.6PV6,large car,6,17,27,21,5,No,429
PORSCHE Panamera 4S Executive,3,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.6PV6,large car,5,17,26,20,4,No,436
PORSCHE Panamera 4S Executive,3,6,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXJ03.6PV6,large car,6,17,26,20,4,No,436
PORSCHE Panamera GTS,4.8,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.8PS8,large car,5,16,24,19,4,No,480
PORSCHE Panamera GTS,4.8,8,AMS-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXV04.8PS8,large car,6,16,24,19,4,No,480
PORSCHE Panamera S,3,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.6PV6,large car,5,17,27,21,5,No,429
PORSCHE Panamera S,3,6,AMS-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,GPRXJ03.6PV6,large car,6,17,27,21,5,No,429
PORSCHE Panamera S E-Hybrid,3,6,AMS-8,2WD,Gasoline/Electricity,FA,B5,Federal Tier 2 Bin 5,GPRXJ03.0PHV,large car,5,23/43,29/66,25/51,9,Yes,229
PORSCHE Panamera S E-Hybrid,3,6,AMS-8,2WD,Gasoline/Electricity,CA,U2,California LEV-II ULEV,GPRXJ03.0PHV,large car,6,23/43,29/66,25/51,9,Yes,229
PORSCHE Panamera Turbo,4.8,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.8PT8,large car,5,15,24,18,4,No,483
PORSCHE Panamera Turbo,4.8,8,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.8PT8,large car,5,15,24,18,4,No,483
PORSCHE Panamera Turbo Executive,4.8,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.8PT8,large car,5,15,24,18,4,No,488
PORSCHE Panamera Turbo Executive,4.8,8,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.8PT8,large car,5,15,24,18,4,No,488
PORSCHE Panamera Turbo S,4.8,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.8PT8,large car,5,15,24,18,4,No,483
PORSCHE Panamera Turbo S,4.8,8,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.8PT8,large car,5,15,24,18,4,No,483
PORSCHE Panamera Turbo S Executive,4.8,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,GPRXV04.8PT8,large car,5,15,24,18,4,No,488
PORSCHE Panamera Turbo S Executive,4.8,8,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,GPRXV04.8PT8,large car,5,15,24,18,4,No,488
RAM 1500,3,6,Auto-8,2WD,Diesel,FA,B5,Federal Tier 2 Bin 5,GCRXT03.05PV,pickup,5,20,28,23,4,No,439
RAM 1500,3,6,Auto-8,2WD,Diesel,CA,L2,California LEV-II LEV,GCRXT03.05PV,pickup,5,20,28,23,4,No,439
RAM 1500,3,6,Auto-8,4WD,Diesel,FA,B5,Federal Tier 2 Bin 5,GCRXT03.05PV,pickup,5,19,27,22,4,No,459
RAM 1500,3,6,Auto-8,4WD,Diesel,CA,L2,California LEV-II LEV,GCRXT03.05PV,pickup,5,19,27,22,4,No,459
RAM 1500,3.6,6,Auto-8,2WD,Ethanol/Gas,CA,B4,Federal Tier 2 Bin 4,GCRXT03.65PD,pickup,6,12/17,17/25,14/20,4,No,449/450
RAM 1500,3.6,6,Auto-8,2WD,Ethanol/Gas,FA,B4,Federal Tier 2 Bin 4,GCRXT03.65PD,pickup,6,12/17,17/25,14/20,4,No,449/450
RAM 1500,3.6,6,Auto-8,4WD,Ethanol/Gas,CA,B4,Federal Tier 2 Bin 4,GCRXT03.65PD,pickup,6,11/16,16/23,13/19,4,No,476/475
RAM 1500,3.6,6,Auto-8,4WD,Ethanol/Gas,FA,B4,Federal Tier 2 Bin 4,GCRXT03.65PD,pickup,6,11/16,16/23,13/19,4,No,476/475
RAM 1500,5.7,8,Auto-6,2WD,Gasoline,CA,B4,Federal Tier 2 Bin 4,GCRXT05.75P0,pickup,6,14,20,16,3,No,560
